Journal Name,SCIE,Impact Factor,Quartile,Alias,ISSN,EISSN,JIF5Years,Category
Metaphor and the Social World,SCIE,0.9,,METAPHOR SOC WORLD,2210-4070,2210-4097,1.1,LINGUISTICS|Q2|141/297
ZOOSYSTEMA,SCIE,0.9,,ZOOSYSTEMA,1280-9551,1638-9387,0.9,ZOOLOGY|Q3|111/180
ACAROLOGIA,SCIE,0.9,,ACAROLOGIA,0044-586X,2107-7207,1.1,ENTOMOLOGY|Q3|75/109
Anthropology Southern Africa,SCIE,0.9,,ANTHROPOL SOUTH AFR,2332-3256,2332-3264,0.7,ANTHROPOLOGY|Q3|71/139
Small Wars and Insurgencies,SCIE,0.9,,SMALL WAR INSUR,0959-2318,1743-9558,1.0,INTERNATIONAL RELATIONS|Q3|94/165
GEOCHEMICAL TRANSACTIONS,SCIE,0.9,,GEOCHEM T,1467-4866,1467-4866,4.2,GEOCHEMISTRY & GEOPHYSICS|Q4|77/101
Journal of Communication Inquiry,SCIE,0.9,,J COMMUN INQ,0196-8599,1552-4612,1.3,COMMUNICATION|Q3|137/227
JOURNAL OF COMPUTATIONAL MATHEMATICS,SCIE,0.9,,J COMPUT MATH,0254-9409,1991-7139,1.0,"MATHEMATICS, APPLIED|Q3|200/331"
JOURNAL OF CRIMINAL JUSTICE EDUCATION,SCIE,0.9,,J CRIM JUSTICE EDUC,1051-1253,1745-9117,1.1,CRIMINOLOGY & PENOLOGY|Q3|82/113
Journal of Information Technology Education-Innovations in Practice,SCIE,0.9,,J INF TECHNOL EDUC-I,2165-3151,2165-316X,1.5,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal of Integral Equations and Applications,SCIE,0.9,,J INTEGRAL EQU APPL,0897-3962,1938-2626,0.9,"MATHEMATICS, APPLIED|Q3|200/331"
NORA-Nordic Journal of Feminist and Gender Research,SCIE,0.9,,NORA,0803-8740,1502-394X,1.6,WOMENS STUDIES|Q3|39/66
Pastoral Care in Education,SCIE,0.9,,PASTOR CARE EDUC,0264-3944,1468-0122,1.2,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,SCIE,0.9,,J PEDIATR ORTHOP B,1060-152X,1473-5865,1.1,PEDIATRICS|Q3|138/186
Music Therapy Perspectives,SCIE,0.9,,MUSIC THER PERSPECT,0734-6875,2053-7387,1.1,REHABILITATION|Q4|134/169
Adult Learning,SCIE,0.9,,ADULT LEARN,1045-1595,2162-4070,1.4,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
COMBINATORICS PROBABILITY & COMPUTING,SCIE,0.9,,COMB PROBAB COMPUT,0963-5483,1469-2163,1.0,STATISTICS & PROBABILITY|Q3|102/168
International Journal of Social Psychology,SCIE,0.9,,INT J SOC PSYCHOL,0213-4748,1579-3680,1.4,"PSYCHOLOGY, SOCIAL|Q4|70/76"
Media Literacy and Academic Research,SCIE,0.9,,MEDIA LIT ACAD RES,2585-8726,2585-9188,0.6,COMMUNICATION|Q3|137/227
OSIRIS,SCIE,0.9,,OSIRIS,0369-7827,1933-8287,0.9,HISTORY & PHILOSOPHY OF SCIENCE|Q2|32/104
RANDOM STRUCTURES & ALGORITHMS,SCIE,0.9,,RANDOM STRUCT ALGOR,1042-9832,1098-2418,1.1,"MATHEMATICS, APPLIED|Q3|200/331"
Adoption Quarterly,SCIE,0.9,,ADOPT Q,1092-6755,1544-452X,1.3,SOCIAL WORK|Q3|67/91
Andean Geology,SCIE,0.9,,ANDEAN GEOL,0718-7106,0718-7106,1.4,GEOLOGY|Q3|40/60
INTERNATIONAL JOURNAL OF ACAROLOGY,SCIE,0.9,,INT J ACAROL,0164-7954,1945-3892,1.1,ENTOMOLOGY|Q3|75/109
LATIN AMERICAN PERSPECTIVES,SCIE,0.9,,LAT AM PERSPECT,0094-582X,1552-678X,1.1,POLITICAL SCIENCE|Q3|196/317
PRISON JOURNAL,SCIE,0.9,,PRISON J,0032-8855,1552-7522,1.6,CRIMINOLOGY & PENOLOGY|Q3|82/113
TRaNS-Trans-Regional and -National Studies of Southeast Asia,SCIE,0.9,,TRANS,2051-364X,2051-3658,1.6,AREA STUDIES|Q2|57/176
JOURNAL OF LATINOS AND EDUCATION,SCIE,0.9,,J LAT EDUC,1534-8431,1532-771X,1.1,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal of Media Ethics,SCIE,0.9,,J MEDIA ETHICS,2373-6992,2373-700X,1.6,ETHICS|Q3|53/77
Journal on Efficiency and Responsibility in Education and Science,SCIE,0.9,,J EFFIC RESPONSIB ED,2336-2375,1803-1617,1.0,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Nursing Education Perspectives,SCIE,0.9,,NURS EDUC PERSPECT,1536-5026,1943-4685,1.1,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Stratigraphy,SCIE,0.9,,STRATIGRAPHY,1547-139X,2331-656X,0.8,PALEONTOLOGY|Q4|45/56
AMERICAN JOURNAL OF DENTISTRY,SCIE,0.9,,AM J DENT,0894-8275,N/A,1.3,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
FUSION SCIENCE AND TECHNOLOGY,SCIE,0.9,,FUSION SCI TECHNOL,1536-1055,1943-7641,1.2,NUCLEAR SCIENCE & TECHNOLOGY|Q3|30/40
GEOLOGICAL QUARTERLY,SCIE,0.9,,GEOL Q,1641-7291,2082-5099,1.0,GEOLOGY|Q3|40/60
Nuclear Technology & Radiation Protection,SCIE,0.9,,NUCL TECHNOL RADIAT,1451-3994,1452-8185,0.8,NUCLEAR SCIENCE & TECHNOLOGY|Q3|30/40
Partecipazione e Conflitto,SCIE,0.9,,PARTECIP CONFL,1972-7623,2035-6609,1.0,POLITICAL SCIENCE|Q3|196/317
Turkish Journal of Education,SCIE,0.9,,TURK J EDUC,2147-2858,2147-2858,0.8,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
BULLETIN OF THE HISTORY OF MEDICINE,SCIE,0.9,,B HIST MED,0007-5140,1086-3176,1.2,HISTORY & PHILOSOPHY OF SCIENCE|Q2|32/104
Central and Eastern European Migration Review,SCIE,0.9,,CENT E EUR MIGR REV,N/A,2300-1682,1.4,DEMOGRAPHY|Q3|35/49
Education 3-13,SCIE,0.9,,EDUC 3-13,0300-4279,1475-7575,1.0,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
NEW ZEALAND JOURNAL OF ZOOLOGY,SCIE,0.9,,NEW ZEAL J ZOOL,0301-4223,1175-8821,1.1,ZOOLOGY|Q3|111/180
Terminology,SCIE,0.9,,TERMINOLOGY,0929-9971,1569-9994,0.9,LINGUISTICS|Q2|141/297
ACM Transactions on Algorithms,SCIE,0.9,,ACM T ALGORITHMS,1549-6325,1549-6333,1.4,"MATHEMATICS, APPLIED|Q3|200/331"
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,SCIE,0.9,,CAN J CRIMINOL CRIM,1707-7753,1911-0219,1.5,CRIMINOLOGY & PENOLOGY|Q3|82/113
COMMUNITY DENTAL HEALTH,SCIE,0.9,,COMMUNITY DENT HLTH,0265-539X,0265-539X,1.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
International Journal of Esthetic Dentistry,SCIE,0.9,,INT J ESTHET DENT,2198-591X,2198-591X,1.5,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
International Journal of Knowledge and Learning,SCIE,0.9,,INT J KNOWL LEARN,1741-1009,1741-1017,0.9,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal of Student Financial Aid,SCIE,0.9,,J STUD FINANC AID,0884-9153,0884-9153,0.9,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,SCIE,0.9,,MATH PHYS ANAL GEOM,1385-0172,1572-9656,1.0,"PHYSICS, MATHEMATICAL|Q4|46/60"
Tuning Journal for Higher Education,SCIE,0.9,,TUNING J HIGH EDUC,2340-8170,2386-3137,0.8,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Alter-European Journal of Disability Research,SCIE,0.9,,ALTER,1875-0672,1875-0680,1.1,REHABILITATION|Q4|134/169
ASIAN JOURNAL OF WOMENS STUDIES,SCIE,0.9,,ASIAN J WOMEN STUD,1225-9276,2377-004X,1.3,WOMENS STUDIES|Q3|39/66
Biodemography and Social Biology,SCIE,0.9,,BIODEMOGR SOC BIOL,1948-5565,1948-5573,1.2,SOCIOLOGY|Q3|146/217
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,SCIE,0.9,,NEUES JAHRB GEOL P-A,0077-7749,0077-7749,0.8,PALEONTOLOGY|Q4|45/56
REPRESENTATIONS,SCIE,0.9,,REPRESENTATIONS,0734-6018,1533-855X,0.7,CULTURAL STUDIES|Q2|27/59
Acta Mathematicae Applicatae Sinica-English Series,SCIE,0.9,,ACTA MATH APPL SIN-E,0168-9673,1618-3932,0.7,"MATHEMATICS, APPLIED|Q3|200/331"
Acta Otorrinolaringologica Espanola,SCIE,0.9,,ACTA OTORRINOLAR ESP,0001-6519,1988-3013,1.0,OTORHINOLARYNGOLOGY|Q3|48/65
African Geographical Review,SCIE,0.9,,AFR GEOGR REV,1937-6812,2163-2642,1.4,GEOGRAPHY|Q3|104/171
Archaeological Journal,SCIE,0.9,,ARCHAEOL J,0066-5983,2373-2288,0.7,ARCHAEOLOGY|N/A|N/A
Cambridge Journal of Anthropology,SCIE,0.9,,CAMB J ANTHROPOL,0305-7674,2047-7716,1.5,ANTHROPOLOGY|Q3|71/139
Hand Surgery & Rehabilitation,SCIE,0.9,,HAND SURG REHABIL,2468-1229,2468-1210,1.1,SURGERY|Q3|214/290
JOURNAL OF ADOLESCENT & ADULT LITERACY,SCIE,0.9,,J ADOLESC ADULT LIT,1081-3004,1936-2706,1.1,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal of Early Childhood Teacher Education,SCIE,0.9,,J EARLY CHILD TEACH,1090-1027,1745-5642,1.3,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal of the South African Veterinary Association,SCIE,0.9,,J S AFR VET ASSOC,1019-9128,2224-9435,1.2,VETERINARY SCIENCES|Q3|105/167
Mathematics and Financial Economics,SCIE,0.9,,MATH FINANC ECON,1862-9679,1862-9660,1.2,"SOCIAL SCIENCES, MATHEMATICAL METHODS|Q4|53/67"
Mineral Processing and Extractive Metallurgy-Transactions of the Institutions of Mining and Metallurgy,SCIE,0.9,,MIN PROC EXT MET-UK,2572-6641,2572-665X,1.3,MINING & MINERAL PROCESSING|Q3|23/31
Politikon,SCIE,0.9,,POLITIKON-UK,0258-9346,1470-1014,1.2,POLITICAL SCIENCE|Q3|196/317
Psychology of Leaders and Leadership,SCIE,0.9,,PSYCHOL LEAD LEADERS,2769-6863,2769-6898,0.9,"PSYCHOLOGY, APPLIED|Q4|91/113"
Special Care in Dentistry,SCIE,0.9,,SPEC CARE DENT,0275-1879,1754-4505,1.2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
CHELONIAN CONSERVATION AND BIOLOGY,SCIE,0.9,,CHELONIAN CONSERV BI,1071-8443,1943-3956,1.4,ZOOLOGY|Q3|111/180
Chinese Journal of Dental Research,SCIE,0.9,,CHIN J DENT RES,1462-6446,1867-5646,1.6,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
Computational and Mathematical Methods,SCIE,0.9,,COMPUT MATH METHODS,N/A,2577-7408,0.8,"MATHEMATICS, APPLIED|Q3|200/331"
Geologos,SCIE,0.9,,GEOLOGOS,1426-8981,2080-6574,0.8,GEOLOGY|Q3|40/60
Journal of Family Social Work,SCIE,0.9,,J FAM SOC WORK,1052-2158,1540-4072,1.7,SOCIAL WORK|Q3|67/91
Journal of Political Science Education,SCIE,0.9,,J POLITICAL SCI EDUC,1551-2169,1551-2177,1.2,POLITICAL SCIENCE|Q3|196/317
Journal of Poverty,SCIE,0.9,,J POVERTY,1087-5549,1540-7608,1.2,SOCIAL WORK|Q3|67/91
Open Veterinary Journal,SCIE,0.9,,OPEN VET J,2226-4485,2218-6050,1.1,VETERINARY SCIENCES|Q3|105/167
Physiotherapy Canada,SCIE,0.9,,PHYSIOTHER CAN,0300-0508,1708-8313,1.2,REHABILITATION|Q4|134/169
Profile-Issues in Teachers Professional Development,SCIE,0.9,,PROFILE-BOGOTA,1657-0790,2256-5760,1.0,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Stats,SCIE,0.9,,STATS-BASEL,N/A,2571-905X,1.0,STATISTICS & PROBABILITY|Q3|102/168
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,SCIE,0.9,,TURK ENTOMOL DERG-TU,1010-6960,2536-491X,1.0,ENTOMOLOGY|Q3|75/109
Acta Facultatis Xylologiae Zvolen,SCIE,0.9,,ACTA FAC XYLOLOG ZVO,1336-3824,1336-3824,0.8,"MATERIALS SCIENCE, PAPER & WOOD|Q3|14/23"
Critical Review of International Social and Political Philosophy,SCIE,0.9,,CRIT REV INT SOC POL,1369-8230,1743-8772,0.9,POLITICAL SCIENCE|Q3|196/317
International Journal of Computer Mathematics- Computer Systems Theory,SCIE,0.9,,INT J COMPUT MATH-CO,2379-9927,2379-9935,N/A,MATHEMATICS|Q2|145/489
International Journal of Training Research,SCIE,0.9,,INT J TRAIN RES,1448-0220,2204-0544,1.4,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Lexikos,SCIE,0.9,,LEXIKOS,1684-4904,2224-0039,0.7,LINGUISTICS|Q2|141/297
Ophthalmic Surgery Lasers & Imaging Retina,SCIE,0.9,,OSLI RETINA,2325-8160,2325-8179,1.0,SURGERY|Q3|214/290
ALGORITHMICA,SCIE,0.9,,ALGORITHMICA,0178-4617,1432-0541,1.0,"MATHEMATICS, APPLIED|Q3|200/331"
Australian Journalism Review,SCIE,0.9,,AUST JOURNAL REV,0810-2686,2517-620X,N/A,COMMUNICATION|Q3|137/227
Croatian International Relations Review,SCIE,0.9,,CROAT INT RELAT REV,N/A,1848-5782,0.7,INTERNATIONAL RELATIONS|Q3|94/165
Discrete Optimization,SCIE,0.9,,DISCRETE OPTIM,1572-5286,1873-636X,1.0,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q4|94/106
Estonian Journal of Earth Sciences,SCIE,0.9,,EST J EARTH SCI,1736-4728,1736-7557,1.1,"GEOSCIENCES, MULTIDISCIPLINARY|Q4|206/253"
JOURNAL OF LIMNOLOGY,SCIE,0.9,,J LIMNOL,1129-5767,1723-8633,1.4,LIMNOLOGY|Q4|19/22
Journal of the Korean Association of Oral and Maxillofacial Surgeons,SCIE,0.9,,J KOR ASSOC ORAL MAX,2234-7550,2234-5930,1.4,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
NORDIC PULP & PAPER RESEARCH JOURNAL,SCIE,0.9,,NORD PULP PAP RES J,0283-2631,2000-0669,1.1,"MATERIALS SCIENCE, PAPER & WOOD|Q3|14/23"
Random Matrices-Theory and Applications,SCIE,0.9,,RANDOM MATRICES-THEO,2010-3263,2010-3271,0.9,STATISTICS & PROBABILITY|Q3|102/168
RUSSIAN JOURNAL OF HERPETOLOGY,SCIE,0.9,,RUSS J HERPETOL,1026-2296,1026-2296,0.8,ZOOLOGY|Q3|111/180
Zeitschrift fur Kristallographie-Crystalline Materials,SCIE,0.9,,Z KRIST-CRYST MATER,2194-4946,2196-7105,1.1,CRYSTALLOGRAPHY|Q3|22/33
"Advances in Computational Design, An International Journal",SCIE,0.9,,ADV COMPUT DES,2383-8477,2466-0523,1.3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q4|106/131"
Business Management and Economics Engineering,SCIE,0.9,,BUS MANAG ECON ENG,2669-2481,2669-249X,0.9,MANAGEMENT|Q4|336/401
Contemporary Clinical Dentistry,SCIE,0.9,,CONTEMP CLIN DENT,0976-237X,0976-2361,1.2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
Ensenanza de Las Ciencias,SCIE,0.9,,ENSEN CIENC,0212-4521,2174-6486,1.2,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Journal for Healthcare Quality,SCIE,0.9,,J HEALTHC QUAL,1062-2551,1945-1474,1.0,HEALTH POLICY & SERVICES|Q4|111/118
JOURNAL OF ETHOLOGY,SCIE,0.9,,J ETHOL,0289-0771,1439-5444,1.0,ZOOLOGY|Q3|111/180
Journal of Reliability and Statistical Studies,SCIE,0.9,,J RELIAB STAT STUD,0974-8024,2229-5666,0.6,STATISTICS & PROBABILITY|Q3|102/168
Kinesiology,SCIE,0.9,,KINESIOLOGY,1331-1441,1848-638X,1.2,SPORT SCIENCES|Q4|98/127
LATERALITY,SCIE,0.9,,LATERALITY,1357-650X,1464-0678,1.3,"PSYCHOLOGY, MULTIDISCIPLINARY|Q3|149/218"
STATISTICS & PROBABILITY LETTERS,SCIE,0.9,,STAT PROBABIL LETT,0167-7152,1879-2103,0.8,STATISTICS & PROBABILITY|Q3|102/168
ACM Transactions on Parallel Computing,SCIE,0.9,,ACM TRANS PARALLEL C,2329-4949,2329-4957,1.6,"COMPUTER SCIENCE, THEORY & METHODS|Q3|93/143"
AMERICAN JOURNAL OF FAMILY THERAPY,SCIE,0.9,,AM J FAM THER,0192-6187,1521-0383,1.1,"PSYCHOLOGY, CLINICAL|Q4|143/180"
ANNALS OF SCIENCE,SCIE,0.9,,ANN SCI,0003-3790,1464-505X,0.9,HISTORY & PHILOSOPHY OF SCIENCE|Q2|32/104
Asian Journal of Endoscopic Surgery,SCIE,0.9,,ASIAN J ENDOSC SURG,1758-5902,1758-5910,1.0,ORTHOPEDICS|Q4|105/136
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,SCIE,0.9,,CAN VET J,0008-5286,0008-5286,1.3,VETERINARY SCIENCES|Q3|105/167
Florence Nightingale Journal of Nursing,SCIE,0.9,,FLOR NIGHT J NURS,2687-6442,2687-6442,1.1,NURSING|Q4|148/191
HAND CLINICS,SCIE,0.9,,HAND CLIN,0749-0712,1558-1969,1.5,ORTHOPEDICS|Q4|105/136
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,SCIE,0.9,,INT J SURG PATHOL,1066-8969,1940-2465,1.0,SURGERY|Q3|214/290
International Negotiation-A Journal of Theory and Practice,SCIE,0.9,,INT NEGOT,1382-340X,1571-8069,0.9,INTERNATIONAL RELATIONS|Q3|94/165
Journal of Health Research,SCIE,0.9,,J HEALTH RES,0857-4421,2586-940X,1.0,HEALTH CARE SCIENCES & SERVICES|Q4|151/174
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,SCIE,0.9,,J OBSTET GYNAECOL,0144-3615,1364-6893,1.3,OBSTETRICS & GYNECOLOGY|Q4|108/136
LARYNGO-RHINO-OTOLOGIE,SCIE,0.9,,LARYNGO RHINO OTOL,0935-8943,1438-8685,0.9,OTORHINOLARYNGOLOGY|Q3|48/65
NATIONAL IDENTITIES,SCIE,0.9,,NATL IDENTITIES,1460-8944,1469-9907,1.0,POLITICAL SCIENCE|Q3|196/317
Refuge,SCIE,0.9,,REFUGE,0229-5113,1920-7336,2.1,DEMOGRAPHY|Q3|35/49
Revista Espanola de Anestesiologia y Reanimacion,SCIE,0.9,,REV ESP ANEST REANIM,0034-9356,2340-3284,0.9,ANESTHESIOLOGY|Q3|43/64
Acta Gymnica,SCIE,0.9,,ACTA GYMNICA,2336-4912,2336-4920,0.7,SPORT SCIENCES|Q4|98/127
ANNALES ZOOLOGICI FENNICI,SCIE,0.9,,ANN ZOOL FENN,0003-455X,1797-2450,1.0,ZOOLOGY|Q3|111/180
Current Urology,SCIE,0.9,,CURR UROL,1661-7649,1661-7657,N/A,UROLOGY & NEPHROLOGY|Q4|100/126
European Oral Research,SCIE,0.9,,EUR ORAL RES,2630-6158,2651-2823,1.0,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
Geografie,SCIE,0.9,,GEOGRAFIE-PRAGUE,N/A,1212-0014,0.8,GEOGRAPHY|Q3|104/171
JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,SCIE,0.9,,J AM MOSQUITO CONTR,8756-971X,1943-6270,1.0,ENTOMOLOGY|Q3|75/109
Journal of Web Librarianship,SCIE,0.9,,J WEB LIBRARIANSH,1932-2909,1932-2917,0.9,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|93/160
METRIKA,SCIE,0.9,,METRIKA,0026-1335,1435-926X,1.0,STATISTICS & PROBABILITY|Q3|102/168
Peace and Conflict-Journal of Peace Psychology,SCIE,0.9,,PEACE CONFL,1078-1919,1532-7949,1.1,"PSYCHOLOGY, SOCIAL|Q4|70/76"
Psihologija,SCIE,0.9,,PSIHOLOGIJA,0048-5705,N/A,0.9,"PSYCHOLOGY, MULTIDISCIPLINARY|Q3|149/218"
RUSSIAN JOURNAL OF NEMATOLOGY,SCIE,0.9,,RUSS J NEMATOL,0869-6918,0869-6918,0.9,ZOOLOGY|Q3|111/180
AMERICAN SOCIOLOGIST,SCIE,0.9,,AM SOCIOL,0003-1232,1936-4784,0.8,SOCIOLOGY|Q3|146/217
Asia-Pacific Science Education,SCIE,0.9,,ASIA-PAC SCI EDUC,N/A,2364-1177,N/A,"EDUCATION, SCIENTIFIC DISCIPLINES|Q3|57/85"
Coaching-An International Journal of Theory Research and Practice,SCIE,0.9,,COACHING-INT J THEOR,1752-1882,1752-1890,1.2,"PSYCHOLOGY, APPLIED|Q4|91/113"
IJoLE-International Journal of Language Education,SCIE,0.9,,IJOLE-INT J LANG EDU,2548-8457,2548-8465,0.9,LINGUISTICS|Q2|141/297
Journal of Spirituality in Mental Health,SCIE,0.9,,J SPIRITUAL MENT HE,1934-9637,1934-9645,0.9,"PSYCHOLOGY, APPLIED|Q4|91/113"
JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,SCIE,0.9,,J HIST MED ALL SCI,0022-5045,1468-4373,1.1,HISTORY & PHILOSOPHY OF SCIENCE|Q2|32/104
OCCUPATIONAL THERAPY IN HEALTH CARE,SCIE,0.9,,OCCUP THER HEALTH CA,0738-0577,1541-3098,1.1,REHABILITATION|Q4|134/169
Orbit-The International Journal on Orbital Disorders-Oculoplastic and Lacrimal Surgery,SCIE,0.9,,ORBIT-ABINGDON,0167-6830,1744-5108,1.0,OPHTHALMOLOGY|Q4|75/95
Psychology and Developing Societies,SCIE,0.9,,PSYCHOL DEV SOC,0971-3336,0973-0761,1.1,"PSYCHOLOGY, MULTIDISCIPLINARY|Q3|149/218"
Tropical Animal Science Journal,SCIE,0.9,,TROP ANIM SCI J,2615-787X,2615-790X,1.1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|Q3|53/80"
World Journal of Plastic Surgery,SCIE,0.9,,WORLD J PLAST SURG,2228-7914,2252-0724,1.1,SURGERY|Q3|214/290
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,SCIE,0.9,,MATH METHOD OPER RES,1432-2994,1432-5217,1.0,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q4|94/106
Ocular Oncology and Pathology,SCIE,0.9,,OCUL ONCOL PATHOL,2296-4681,2296-4657,0.9,OPHTHALMOLOGY|Q4|75/95
PLASMA PHYSICS REPORTS,SCIE,0.9,,PLASMA PHYS REP+,1063-780X,1562-6938,1.0,"PHYSICS, FLUIDS & PLASMAS|Q4|36/40"
WOOD RESEARCH,SCIE,0.9,,WOOD RES-SLOVAKIA,1336-4561,N/A,0.9,"MATERIALS SCIENCE, PAPER & WOOD|Q3|14/23"
Consulting Psychology Journal-Practice and Research,SCIE,0.9,,CONSULT PSYCH J,1065-9293,1939-0149,N/A,"PSYCHOLOGY, APPLIED|Q4|91/113"
Fundamental and Applied Limnology,SCIE,0.9,,FUND APPL LIMNOL,1863-9135,1863-9135,0.8,MARINE & FRESHWATER BIOLOGY|Q3|88/119
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,SCIE,0.9,,INT J PARALLEL PROG,0885-7458,1573-7640,0.9,"COMPUTER SCIENCE, THEORY & METHODS|Q3|93/143"
Journal of Latin American Geography,SCIE,0.9,,J LAT AM GEOGR,1545-2476,1548-5811,1.1,GEOGRAPHY|Q3|104/171
Research in Post-Compulsory Education,SCIE,0.9,,RES POST-COMPULS EDU,1359-6748,1747-5112,0.8,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
SCOTTISH JOURNAL OF POLITICAL ECONOMY,SCIE,0.9,,SCOT J POLIT ECON,0036-9292,1467-9485,0.8,POLITICAL SCIENCE|Q3|196/317
Current Ophthalmology Reports,SCIE,0.9,,CURR OPHTHALMOL REP,N/A,2167-4868,N/A,OPHTHALMOLOGY|Q4|75/95
Earth and Environmental Science Transactions of the Royal Society of Edinburgh,SCIE,0.9,,EARTH ENV SCI T R SO,1755-6910,1755-6929,1.4,PALEONTOLOGY|Q4|45/56
Horticulture Journal,SCIE,0.9,,HORTICULT J,2189-0102,2189-0110,1.1,HORTICULTURE|Q4|29/38
INTERNATIONAL JOURNAL OF RISK & SAFETY IN MEDICINE,SCIE,0.9,,INT J RISK SAF MED,0924-6479,1878-6847,1.2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|346/403"
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,SCIE,0.9,,INT J SATELL COMM N,1542-0973,1542-0981,1.2,TELECOMMUNICATIONS|Q4|101/119
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,SCIE,0.9,,MAR FRESHW BEHAV PHY,1023-6244,1029-0362,1.3,MARINE & FRESHWATER BIOLOGY|Q3|88/119
Medicina de Familia-SEMERGEN,SCIE,0.9,,MED FAM-SEMERGEN,1138-3593,1578-8865,N/A,PRIMARY HEALTH CARE|Q4|29/30
Revista Icono 14-Revista Cientifica de Comunicacion y Tecnologias,SCIE,0.9,,REV ICONO 14,1697-8293,1697-8293,1.0,COMMUNICATION|Q3|137/227
Turkish Neurosurgery,SCIE,0.9,,TURK NEUROSURG,1019-5149,1019-5149,0.9,SURGERY|Q3|214/290
Accounting Economics and Law-A Convivium,SCIE,0.9,,ACCOUNT ECON LAW,2194-6051,2152-2820,1.2,"BUSINESS, FINANCE|Q3|169/231"
AUSTRALASIAN PLANT PATHOLOGY,SCIE,0.9,,AUSTRALAS PLANT PATH,0815-3191,1448-6032,1.4,PLANT SCIENCES|Q4|207/265
Australian Journal of Teacher Education,SCIE,0.9,,AUST J TEACH EDUC,1835-517X,1835-517X,1.3,EDUCATION & EDUCATIONAL RESEARCH|Q3|457/756
Bulletin of Geophysics and Oceanography,SCIE,0.9,,B GEOPHYS OCEANOGR,2785-339X,2785-2970,0.9,GEOCHEMISTRY & GEOPHYSICS|Q4|77/101
Clinical Advances in Periodontics,SCIE,0.9,,CLIN ADV PERIODONTIC,2573-8046,2163-0097,0.8,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157"
Gospodarka Surowcami Mineralnymi-Mineral Resources Management,SCIE,0.9,,GOSPOD SUROWCAMI MIN,0860-0953,2299-2324,0.7,MINING & MINERAL PROCESSING|Q3|23/31
Hand Therapy,SCIE,0.9,,HAND THER,1758-9983,1758-9991,1.4,REHABILITATION|Q4|134/169
Journal of Prevention & Intervention in the Community,SCIE,0.9,,J PREV INTERV COMMUN,1085-2352,1540-7330,1.5,"PSYCHOLOGY, MULTIDISCIPLINARY|Q3|149/218"
MOTOR CONTROL,SCIE,0.9,,MOTOR CONTROL,1087-1640,1543-2696,1.0,SPORT SCIENCES|Q4|98/127
